station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,139,80
T2航站楼,7,205,67
T2航站楼,8,160,83
T2航站楼,9,231,71
T2航站楼,10,190,191
T2航站楼,11,157,142
T2航站楼,12,130,139
T2航站楼,13,157,72
T2航站楼,14,164,123
T2航站楼,15,104,145
T2航站楼,16,131,145
T2航站楼,17,170,187
T2航站楼,18,148,185
T2航站楼,19,183,128
T2航站楼,20,165,163
T2航站楼,21,85,136
T2航站楼,22,83,29
T2航站楼,23,5,2
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,0
T3航站楼,6,141,75
T3航站楼,7,257,64
T3航站楼,8,206,80
T3航站楼,9,250,73
T3航站楼,10,215,194
T3航站楼,11,232,119
T3航站楼,12,203,151
T3航站楼,13,223,162
T3航站楼,14,212,160
T3航站楼,15,159,159
T3航站楼,16,167,180
T3航站楼,17,204,205
T3航站楼,18,253,197
T3航站楼,19,176,181
T3航站楼,20,104,121
T3航站楼,21,95,101
T3航站楼,22,76,72
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,0
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,1
七里庄,5,8,58
七里庄,6,158,660
七里庄,7,901,1812
七里庄,8,1391,1566
七里庄,9,531,677
七里庄,10,386,431
七里庄,11,379,371
七里庄,12,295,395
七里庄,13,369,405
七里庄,14,374,417
七里庄,15,444,405
七里庄,16,516,500
七里庄,17,917,1114
七里庄,18,1415,844
七里庄,19,989,436
七里庄,20,608,299
七里庄,21,437,246
七里庄,22,325,87
七里庄,23,91,4
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,1
万安,6,1,6
万安,7,9,28
万安,8,20,24
万安,9,25,12
万安,10,7,12
万安,11,5,9
万安,12,5,3
万安,13,10,17
万安,14,3,15
万安,15,8,17
万安,16,9,2
万安,17,8,16
万安,18,9,8
万安,19,11,5
万安,20,4,7
万安,21,3,3
万安,22,3,2
万安,23,0,0
万寿路,0,1,3
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,1,4
万寿路,5,7,82
万寿路,6,204,615
万寿路,7,1040,2032
万寿路,8,1572,1527
万寿路,9,660,670
万寿路,10,397,329
万寿路,11,373,366
万寿路,12,394,310
万寿路,13,368,443
万寿路,14,465,358
万寿路,15,413,429
万寿路,16,514,593
万寿路,17,1106,1400
万寿路,18,1499,967
万寿路,19,781,500
万寿路,20,468,548
万寿路,21,355,410
万寿路,22,275,142
万寿路,23,70,15
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,2,31
万源街,6,61,105
万源街,7,404,308
万源街,8,1411,373
万源街,9,505,208
万源街,10,242,158
万源街,11,197,170
万源街,12,200,215
万源街,13,224,189
万源街,14,229,191
万源街,15,188,185
万源街,16,158,319
万源街,17,286,877
万源街,18,363,617
万源街,19,327,276
万源街,20,155,205
万源街,21,102,113
万源街,22,79,75
万源街,23,27,6
三元桥,0,0,0
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,0
三元桥,5,94,144
三元桥,6,688,971
三元桥,7,2544,1917
三元桥,8,7284,2260
三元桥,9,4655,1549
三元桥,10,1805,1037
三元桥,11,1131,1031
三元桥,12,1109,1045
三元桥,13,1244,1023
三元桥,14,1104,1116
三元桥,15,977,1148
三元桥,16,1172,1416
三元桥,17,1649,3918
三元桥,18,2461,5203
三元桥,19,1698,2874
三元桥,20,955,1605
三元桥,21,792,1078
三元桥,22,402,495
三元桥,23,115,66
上地,0,0,0
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,5,141
上地,6,223,1024
上地,7,1410,2391
上地,8,4072,2181
上地,9,2834,1238
上地,10,885,570
上地,11,582,481
上地,12,516,662
上地,13,693,541
上地,14,579,523
上地,15,609,595
上地,16,737,760
上地,17,1351,1748
上地,18,2202,2491
上地,19,1663,1878
上地,20,952,1315
上地,21,826,757
上地,22,526,284
上地,23,135,7
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,0,27
上岸,6,27,237
上岸,7,132,692
上岸,8,123,404
上岸,9,81,130
上岸,10,65,78
上岸,11,60,72
上岸,12,52,93
上岸,13,56,84
上岸,14,65,63
上岸,15,73,62
上岸,16,93,90
上岸,17,207,113
上岸,18,394,115
上岸,19,398,47
上岸,20,186,32
上岸,21,150,20
上岸,22,104,4
上岸,23,34,1
东单,0,0,0
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,0
东单,5,55,46
东单,6,927,113
东单,7,3760,380
东单,8,6915,663
东单,9,3586,806
东单,10,1500,1007
东单,11,900,1141
东单,12,955,860
东单,13,1089,783
东单,14,873,953
东单,15,650,1249
东单,16,531,1540
东单,17,653,3936
东单,18,610,3753
东单,19,376,1774
东单,20,209,1184
东单,21,143,879
东单,22,98,516
东单,23,32,40
东四,0,0,0
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,18,45
东四,6,420,256
东四,7,2048,821
东四,8,2917,792
东四,9,1387,504
东四,10,682,500
东四,11,485,458
东四,12,489,448
东四,13,602,547
东四,14,619,608
东四,15,488,905
东四,16,504,1207
东四,17,702,2660
东四,18,957,1620
东四,19,511,772
东四,20,298,631
东四,21,254,447
东四,22,180,212
东四,23,65,28
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,0
东四十条,5,31,62
东四十条,6,441,280
东四十条,7,2442,934
东四十条,8,6150,886
东四十条,9,3847,611
东四十条,10,1324,627
东四十条,11,705,722
东四十条,12,707,650
东四十条,13,854,690
东四十条,14,690,742
东四十条,15,581,977
东四十条,16,560,1312
东四十条,17,912,3811
东四十条,18,1145,4234
东四十条,19,673,1759
东四十条,20,313,1091
东四十条,21,261,1005
东四十条,22,199,263
东四十条,23,36,23
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,0,4
东夏园,5,0,84
东夏园,6,86,379
东夏园,7,242,712
东夏园,8,704,660
东夏园,9,288,266
东夏园,10,123,140
东夏园,11,100,130
东夏园,12,119,150
东夏园,13,151,140
东夏园,14,135,121
东夏园,15,123,161
东夏园,16,188,259
东夏园,17,286,614
东夏园,18,592,354
东夏园,19,577,154
东夏园,20,251,68
东夏园,21,177,27
东夏园,22,141,16
东夏园,23,78,1
东大桥,0,1,5
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,0,4
东大桥,5,44,77
东大桥,6,784,264
东大桥,7,2941,700
东大桥,8,6532,849
东大桥,9,5164,809
东大桥,10,1893,746
东大桥,11,1066,850
东大桥,12,990,787
东大桥,13,1146,939
东大桥,14,1024,1026
东大桥,15,769,1202
东大桥,16,673,1616
东大桥,17,1060,3557
东大桥,18,1193,5106
东大桥,19,682,2857
东大桥,20,358,1867
东大桥,21,257,1377
东大桥,22,170,701
东大桥,23,43,57
东湖渠,0,2,2
东湖渠,1,0,0
