station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,82,60
T2航站楼,7,104,45
T2航站楼,8,105,32
T2航站楼,9,118,101
T2航站楼,10,120,102
T2航站楼,11,150,160
T2航站楼,12,127,128
T2航站楼,13,148,99
T2航站楼,14,144,123
T2航站楼,15,123,136
T2航站楼,16,161,132
T2航站楼,17,138,177
T2航站楼,18,121,149
T2航站楼,19,121,113
T2航站楼,20,101,204
T2航站楼,21,62,151
T2航站楼,22,59,64
T2航站楼,23,10,6
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,0
T3航站楼,6,83,76
T3航站楼,7,154,35
T3航站楼,8,160,29
T3航站楼,9,166,75
T3航站楼,10,180,153
T3航站楼,11,184,174
T3航站楼,12,219,152
T3航站楼,13,167,181
T3航站楼,14,185,172
T3航站楼,15,149,145
T3航站楼,16,173,173
T3航站楼,17,160,172
T3航站楼,18,202,167
T3航站楼,19,131,249
T3航站楼,20,84,141
T3航站楼,21,71,148
T3航站楼,22,82,66
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,1
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,8
七里庄,5,3,43
七里庄,6,87,184
七里庄,7,328,395
七里庄,8,374,494
七里庄,9,328,434
七里庄,10,312,389
七里庄,11,369,353
七里庄,12,315,388
七里庄,13,326,433
七里庄,14,332,421
七里庄,15,421,318
七里庄,16,458,374
七里庄,17,467,488
七里庄,18,503,327
七里庄,19,378,281
七里庄,20,325,230
七里庄,21,307,191
七里庄,22,240,64
七里庄,23,80,3
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,0
万安,6,0,1
万安,7,4,6
万安,8,11,9
万安,9,17,23
万安,10,21,15
万安,11,5,13
万安,12,5,4
万安,13,10,6
万安,14,13,8
万安,15,3,15
万安,16,5,16
万安,17,6,8
万安,18,10,5
万安,19,6,7
万安,20,5,3
万安,21,4,4
万安,22,2,0
万安,23,0,0
万寿路,0,0,1
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,1,2
万寿路,5,5,70
万寿路,6,80,137
万寿路,7,368,315
万寿路,8,568,433
万寿路,9,404,432
万寿路,10,423,403
万寿路,11,391,438
万寿路,12,417,482
万寿路,13,408,456
万寿路,14,489,476
万寿路,15,482,518
万寿路,16,436,569
万寿路,17,562,700
万寿路,18,488,569
万寿路,19,364,416
万寿路,20,299,406
万寿路,21,258,348
万寿路,22,247,129
万寿路,23,83,4
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,5,22
万源街,6,35,74
万源街,7,150,111
万源街,8,249,125
万源街,9,189,130
万源街,10,171,117
万源街,11,159,110
万源街,12,145,127
万源街,13,157,158
万源街,14,197,154
万源街,15,163,173
万源街,16,206,198
万源街,17,182,242
万源街,18,232,247
万源街,19,159,175
万源街,20,101,139
万源街,21,89,90
万源街,22,60,56
万源街,23,22,0
三元桥,0,0,0
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,0
三元桥,5,56,114
三元桥,6,368,688
三元桥,7,832,772
三元桥,8,1160,771
三元桥,9,1035,691
三元桥,10,891,733
三元桥,11,821,700
三元桥,12,897,751
三元桥,13,910,844
三元桥,14,903,851
三元桥,15,942,797
三元桥,16,1059,1033
三元桥,17,1159,1289
三元桥,18,1150,1073
三元桥,19,863,823
三元桥,20,727,795
三元桥,21,645,615
三元桥,22,400,309
三元桥,23,116,74
上地,0,0,0
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,3,114
上地,6,89,496
上地,7,399,723
上地,8,554,823
上地,9,562,671
上地,10,453,591
上地,11,461,525
上地,12,544,578
上地,13,573,562
上地,14,621,477
上地,15,677,510
上地,16,792,550
上地,17,949,689
上地,18,1031,559
上地,19,847,447
上地,20,709,361
上地,21,693,363
上地,22,589,113
上地,23,158,6
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,0,32
上岸,6,32,87
上岸,7,114,139
上岸,8,56,126
上岸,9,57,98
上岸,10,62,84
上岸,11,54,99
上岸,12,59,83
上岸,13,80,84
上岸,14,66,83
上岸,15,80,87
上岸,16,84,97
上岸,17,112,92
上岸,18,128,123
上岸,19,112,50
上岸,20,97,32
上岸,21,92,19
上岸,22,78,7
上岸,23,30,1
东单,0,0,0
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,1
东单,5,25,35
东单,6,248,70
东单,7,608,152
东单,8,816,317
东单,9,768,347
东单,10,646,352
东单,11,540,322
东单,12,459,352
东单,13,529,424
东单,14,628,393
东单,15,503,437
东单,16,435,550
东单,17,460,595
东单,18,372,615
东单,19,316,499
东单,20,163,543
东单,21,162,431
东单,22,81,343
东单,23,49,18
东四,0,0,4
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,13,44
东四,6,140,129
东四,7,534,263
东四,8,684,341
东四,9,583,341
东四,10,399,334
东四,11,426,331
东四,12,462,392
东四,13,467,418
东四,14,461,579
东四,15,487,541
东四,16,363,537
东四,17,481,790
东四,18,460,482
东四,19,363,358
东四,20,280,463
东四,21,217,258
东四,22,188,176
东四,23,73,16
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,0
东四十条,5,15,91
东四十条,6,176,131
东四十条,7,557,206
东四十条,8,734,297
东四十条,9,782,358
东四十条,10,543,365
东四十条,11,463,333
东四十条,12,517,425
东四十条,13,663,377
东四十条,14,642,444
东四十条,15,494,509
东四十条,16,648,720
东四十条,17,1109,892
东四十条,18,1693,652
东四十条,19,658,454
东四十条,20,273,510
东四十条,21,241,2262
东四十条,22,170,474
东四十条,23,40,8
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,0,4
东夏园,5,1,79
东夏园,6,71,194
东夏园,7,125,224
东夏园,8,180,262
东夏园,9,105,222
东夏园,10,86,144
东夏园,11,78,120
东夏园,12,76,113
东夏园,13,92,152
东夏园,14,115,138
东夏园,15,129,151
东夏园,16,199,148
东夏园,17,258,185
东夏园,18,281,167
东夏园,19,240,75
东夏园,20,177,52
东夏园,21,148,25
东夏园,22,128,8
东夏园,23,70,1
东大桥,0,0,3
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,0,6
东大桥,5,18,75
东大桥,6,210,126
东大桥,7,712,217
东大桥,8,1149,369
东大桥,9,1166,433
东大桥,10,865,381
东大桥,11,893,404
东大桥,12,790,493
东大桥,13,764,559
东大桥,14,819,667
东大桥,15,674,820
东大桥,16,772,824
东大桥,17,1161,875
东大桥,18,1495,1008
东大桥,19,598,827
东大桥,20,282,784
东大桥,21,243,2206
东大桥,22,174,584
东大桥,23,56,39
东湖渠,0,0,0
东湖渠,1,0,0
东湖渠,2,0,0
东湖渠,3,0,0
东湖渠,4,0,3
东湖渠,5,1,38
东湖渠,6,49,86
东湖渠,7,237,202
东湖渠,8,417,222
