station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,122,48
T2航站楼,7,141,99
T2航站楼,8,171,90
T2航站楼,9,206,79
T2航站楼,10,159,207
T2航站楼,11,140,165
T2航站楼,12,154,144
T2航站楼,13,136,97
T2航站楼,14,142,167
T2航站楼,15,129,174
T2航站楼,16,108,114
T2航站楼,17,134,205
T2航站楼,18,127,133
T2航站楼,19,134,132
T2航站楼,20,141,116
T2航站楼,21,92,93
T2航站楼,22,80,43
T2航站楼,23,12,4
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,0
T3航站楼,6,180,57
T3航站楼,7,238,102
T3航站楼,8,237,85
T3航站楼,9,243,105
T3航站楼,10,210,154
T3航站楼,11,170,158
T3航站楼,12,196,159
T3航站楼,13,202,187
T3航站楼,14,176,159
T3航站楼,15,170,142
T3航站楼,16,139,176
T3航站楼,17,199,234
T3航站楼,18,227,205
T3航站楼,19,137,200
T3航站楼,20,108,158
T3航站楼,21,105,101
T3航站楼,22,86,73
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,0
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,1
七里庄,5,5,76
七里庄,6,146,692
七里庄,7,880,1796
七里庄,8,1400,1586
七里庄,9,592,655
七里庄,10,389,366
七里庄,11,327,341
七里庄,12,324,412
七里庄,13,378,369
七里庄,14,309,364
七里庄,15,433,459
七里庄,16,531,524
七里庄,17,986,1068
七里庄,18,1451,889
七里庄,19,976,421
七里庄,20,584,353
七里庄,21,459,262
七里庄,22,295,91
七里庄,23,114,2
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,4
万安,6,1,11
万安,7,15,18
万安,8,12,23
万安,9,18,8
万安,10,5,5
万安,11,4,5
万安,12,2,5
万安,13,7,7
万安,14,4,22
万安,15,8,17
万安,16,10,11
万安,17,13,29
万安,18,29,6
万安,19,17,7
万安,20,8,5
万安,21,3,4
万安,22,3,2
万安,23,0,0
万寿路,0,0,0
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,0,2
万寿路,5,4,98
万寿路,6,195,602
万寿路,7,969,2122
万寿路,8,1555,1537
万寿路,9,714,671
万寿路,10,371,333
万寿路,11,396,347
万寿路,12,344,331
万寿路,13,390,402
万寿路,14,437,370
万寿路,15,400,397
万寿路,16,515,566
万寿路,17,1197,1470
万寿路,18,1461,978
万寿路,19,854,553
万寿路,20,476,510
万寿路,21,420,418
万寿路,22,325,130
万寿路,23,85,10
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,2,30
万源街,6,67,112
万源街,7,410,333
万源街,8,1408,367
万源街,9,493,188
万源街,10,227,174
万源街,11,209,155
万源街,12,240,187
万源街,13,253,167
万源街,14,240,174
万源街,15,203,216
万源街,16,173,349
万源街,17,249,898
万源街,18,401,653
万源街,19,332,298
万源街,20,153,191
万源街,21,111,134
万源街,22,60,62
万源街,23,29,3
三元桥,0,0,0
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,1
三元桥,5,91,130
三元桥,6,652,937
三元桥,7,2656,1883
三元桥,8,7457,2381
三元桥,9,4815,1440
三元桥,10,1787,958
三元桥,11,1131,1012
三元桥,12,1153,1011
三元桥,13,1255,1032
三元桥,14,1089,1068
三元桥,15,1059,1271
三元桥,16,1159,1451
三元桥,17,1643,4034
三元桥,18,2372,5187
三元桥,19,1618,2858
三元桥,20,891,1699
三元桥,21,716,1055
三元桥,22,459,502
三元桥,23,116,59
上地,0,0,0
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,10,148
上地,6,237,1015
上地,7,1453,2501
上地,8,4151,2182
上地,9,2940,1155
上地,10,834,535
上地,11,489,506
上地,12,564,580
上地,13,661,502
上地,14,591,523
上地,15,574,563
上地,16,718,752
上地,17,1313,1731
上地,18,2192,2656
上地,19,1648,1909
上地,20,1003,1110
上地,21,810,772
上地,22,522,276
上地,23,146,10
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,1,33
上岸,6,26,235
上岸,7,120,704
上岸,8,111,439
上岸,9,83,151
上岸,10,62,72
上岸,11,52,67
上岸,12,48,84
上岸,13,69,78
上岸,14,73,68
上岸,15,85,74
上岸,16,108,86
上岸,17,207,137
上岸,18,421,137
上岸,19,376,38
上岸,20,229,25
上岸,21,154,13
上岸,22,114,12
上岸,23,38,1
东单,0,0,0
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,0
东单,5,72,46
东单,6,836,118
东单,7,3844,377
东单,8,6900,641
东单,9,3823,861
东单,10,1561,1024
东单,11,861,1095
东单,12,979,913
东单,13,1260,725
东单,14,900,1050
东单,15,615,1304
东单,16,515,1711
东单,17,637,4023
东单,18,641,3739
东单,19,369,1780
东单,20,174,1079
东单,21,144,819
东单,22,86,496
东单,23,46,33
东四,0,0,0
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,21,52
东四,6,443,245
东四,7,2021,843
东四,8,2982,775
东四,9,1358,487
东四,10,638,502
东四,11,486,488
东四,12,458,494
东四,13,568,534
东四,14,514,597
东四,15,536,1064
东四,16,479,1244
东四,17,691,2483
东四,18,899,1625
东四,19,529,817
东四,20,262,544
东四,21,246,387
东四,22,203,285
东四,23,61,23
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,0
东四十条,5,26,66
东四十条,6,461,264
东四十条,7,2423,916
东四十条,8,6282,865
东四十条,9,3874,667
东四十条,10,1258,591
东四十条,11,694,694
东四十条,12,615,644
东四十条,13,826,675
东四十条,14,658,727
东四十条,15,660,926
东四十条,16,678,1298
东四十条,17,1444,3885
东四十条,18,2890,4115
东四十条,19,1895,1833
东四十条,20,342,1086
东四十条,21,284,1265
东四十条,22,178,2997
东四十条,23,36,23
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,1,3
东夏园,5,0,84
东夏园,6,78,384
东夏园,7,264,735
东夏园,8,724,681
东夏园,9,336,259
东夏园,10,158,164
东夏园,11,99,115
东夏园,12,78,192
东夏园,13,105,149
东夏园,14,124,116
东夏园,15,110,152
东夏园,16,166,240
东夏园,17,345,579
东夏园,18,594,336
东夏园,19,560,132
东夏园,20,313,63
东夏园,21,159,33
东夏园,22,178,12
东夏园,23,69,0
东大桥,0,0,2
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,1,1
东大桥,5,51,61
东大桥,6,840,260
东大桥,7,2995,689
东大桥,8,6606,870
东大桥,9,5018,829
东大桥,10,1924,786
东大桥,11,1028,790
东大桥,12,1019,766
东大桥,13,1157,901
东大桥,14,1030,1047
东大桥,15,823,1162
东大桥,16,970,1605
东大桥,17,1437,3763
东大桥,18,2341,5299
东大桥,19,1644,2928
东大桥,20,398,1763
东大桥,21,226,1544
东大桥,22,188,2961
东大桥,23,35,80
东湖渠,0,0,0
东湖渠,1,0,0
