station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,170,48
T2航站楼,7,276,41
T2航站楼,8,259,71
T2航站楼,9,357,138
T2航站楼,10,294,186
T2航站楼,11,257,195
T2航站楼,12,237,186
T2航站楼,13,299,134
T2航站楼,14,268,202
T2航站楼,15,214,153
T2航站楼,16,258,185
T2航站楼,17,234,243
T2航站楼,18,212,188
T2航站楼,19,221,191
T2航站楼,20,195,200
T2航站楼,21,118,147
T2航站楼,22,97,93
T2航站楼,23,20,3
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,0
T3航站楼,6,213,93
T3航站楼,7,309,59
T3航站楼,8,248,68
T3航站楼,9,302,92
T3航站楼,10,291,183
T3航站楼,11,324,205
T3航站楼,12,351,198
T3航站楼,13,275,265
T3航站楼,14,247,220
T3航站楼,15,248,196
T3航站楼,16,236,196
T3航站楼,17,253,247
T3航站楼,18,221,228
T3航站楼,19,132,185
T3航站楼,20,115,144
T3航站楼,21,114,193
T3航站楼,22,91,105
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,0
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,1
七里庄,5,6,78
七里庄,6,64,211
七里庄,7,222,387
七里庄,8,241,559
七里庄,9,243,633
七里庄,10,251,523
七里庄,11,331,403
七里庄,12,261,370
七里庄,13,302,398
七里庄,14,312,355
七里庄,15,357,302
七里庄,16,467,293
七里庄,17,572,348
七里庄,18,532,330
七里庄,19,426,279
七里庄,20,410,229
七里庄,21,368,210
七里庄,22,317,63
七里庄,23,86,1
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,0
万安,6,0,3
万安,7,4,11
万安,8,6,27
万安,9,5,51
万安,10,10,86
万安,11,15,61
万安,12,42,53
万安,13,57,29
万安,14,55,28
万安,15,61,31
万安,16,31,16
万安,17,49,9
万安,18,35,14
万安,19,14,6
万安,20,11,7
万安,21,5,6
万安,22,6,2
万安,23,0,0
万寿路,0,1,2
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,1,4
万寿路,5,9,103
万寿路,6,105,182
万寿路,7,295,346
万寿路,8,288,476
万寿路,9,346,503
万寿路,10,344,494
万寿路,11,342,388
万寿路,12,330,349
万寿路,13,281,415
万寿路,14,368,366
万寿路,15,366,387
万寿路,16,411,361
万寿路,17,452,574
万寿路,18,424,373
万寿路,19,329,362
万寿路,20,310,350
万寿路,21,325,322
万寿路,22,250,134
万寿路,23,88,28
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,0,11
万源街,6,26,70
万源街,7,121,113
万源街,8,185,176
万源街,9,119,220
万源街,10,124,182
万源街,11,124,137
万源街,12,127,115
万源街,13,150,114
万源街,14,135,113
万源街,15,189,120
万源街,16,188,154
万源街,17,213,168
万源街,18,209,155
万源街,19,190,128
万源街,20,128,107
万源街,21,103,99
万源街,22,79,70
万源街,23,30,3
三元桥,0,0,0
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,0
三元桥,5,110,183
三元桥,6,616,945
三元桥,7,906,917
三元桥,8,1022,1008
三元桥,9,1147,1104
三元桥,10,1168,1123
三元桥,11,1137,995
三元桥,12,1122,1018
三元桥,13,1134,943
三元桥,14,1193,973
三元桥,15,1168,1039
三元桥,16,1116,1013
三元桥,17,1309,1237
三元桥,18,1376,1250
三元桥,19,1020,990
三元桥,20,845,873
三元桥,21,766,708
三元桥,22,545,382
三元桥,23,197,79
上地,0,0,0
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,8,165
上地,6,88,541
上地,7,293,637
上地,8,372,836
上地,9,388,971
上地,10,347,955
上地,11,384,736
上地,12,449,624
上地,13,394,502
上地,14,494,515
上地,15,590,496
上地,16,677,469
上地,17,743,508
上地,18,856,489
上地,19,776,431
上地,20,643,336
上地,21,652,317
上地,22,669,126
上地,23,223,5
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,0,31
上岸,6,30,56
上岸,7,111,127
上岸,8,44,147
上岸,9,60,177
上岸,10,65,162
上岸,11,72,100
上岸,12,63,95
上岸,13,54,100
上岸,14,64,65
上岸,15,108,82
上岸,16,93,68
上岸,17,154,88
上岸,18,134,92
上岸,19,94,53
上岸,20,90,34
上岸,21,114,27
上岸,22,70,6
上岸,23,42,0
东单,0,0,1
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,3
东单,5,17,49
东单,6,233,95
东单,7,640,193
东单,8,811,303
东单,9,1029,345
东单,10,986,348
东单,11,905,300
东单,12,663,565
东单,13,583,750
东单,14,646,1323
东单,15,610,1736
东单,16,612,1282
东单,17,503,1713
东单,18,472,1216
东单,19,347,861
东单,20,266,642
东单,21,159,627
东单,22,137,441
东单,23,76,27
东四,0,0,0
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,8,57
东四,6,238,149
东四,7,405,229
东四,8,578,396
东四,9,677,464
东四,10,687,394
东四,11,640,311
东四,12,514,452
东四,13,532,492
东四,14,523,689
东四,15,523,666
东四,16,484,845
东四,17,487,895
东四,18,389,639
东四,19,314,481
东四,20,317,439
东四,21,261,413
东四,22,227,189
东四,23,79,39
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,6
东四十条,5,41,129
东四十条,6,303,152
东四十条,7,605,211
东四十条,8,603,340
东四十条,9,490,399
东四十条,10,435,374
东四十条,11,439,327
东四十条,12,338,313
东四十条,13,385,339
东四十条,14,390,394
东四十条,15,356,448
东四十条,16,410,421
东四十条,17,439,598
东四十条,18,500,614
东四十条,19,323,506
东四十条,20,282,456
东四十条,21,253,375
东四十条,22,236,234
东四十条,23,48,16
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,0,4
东夏园,5,0,65
东夏园,6,52,175
东夏园,7,132,277
东夏园,8,173,291
东夏园,9,149,304
东夏园,10,189,207
东夏园,11,129,203
东夏园,12,113,172
东夏园,13,103,138
东夏园,14,135,143
东夏园,15,159,160
东夏园,16,217,167
东夏园,17,244,230
东夏园,18,289,184
东夏园,19,275,101
东夏园,20,161,64
东夏园,21,142,43
东夏园,22,131,17
东夏园,23,63,1
东大桥,0,0,2
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,0,7
东大桥,5,24,113
东大桥,6,207,161
东大桥,7,658,231
东大桥,8,922,438
东大桥,9,1003,500
东大桥,10,930,412
东大桥,11,951,425
东大桥,12,800,516
东大桥,13,822,554
东大桥,14,811,716
东大桥,15,808,792
东大桥,16,802,903
东大桥,17,794,937
东大桥,18,744,927
东大桥,19,556,868
东大桥,20,422,856
东大桥,21,338,848
东大桥,22,303,617
东大桥,23,110,48
东湖渠,0,0,0
东湖渠,1,0,0
东湖渠,2,0,0
东湖渠,3,0,0
东湖渠,4,0,4
东湖渠,5,0,60
东湖渠,6,37,101
东湖渠,7,203,179
东湖渠,8,295,295
