station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,82,48
T2航站楼,7,133,107
T2航站楼,8,157,75
T2航站楼,9,231,109
T2航站楼,10,189,134
T2航站楼,11,155,130
T2航站楼,12,153,69
T2航站楼,13,143,115
T2航站楼,14,130,108
T2航站楼,15,139,112
T2航站楼,16,112,121
T2航站楼,17,176,157
T2航站楼,18,183,117
T2航站楼,19,205,86
T2航站楼,20,172,125
T2航站楼,21,117,103
T2航站楼,22,99,68
T2航站楼,23,8,1
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,1
T3航站楼,6,137,44
T3航站楼,7,246,79
T3航站楼,8,284,100
T3航站楼,9,230,89
T3航站楼,10,253,123
T3航站楼,11,208,106
T3航站楼,12,195,125
T3航站楼,13,216,216
T3航站楼,14,187,190
T3航站楼,15,159,154
T3航站楼,16,164,146
T3航站楼,17,234,206
T3航站楼,18,251,213
T3航站楼,19,163,265
T3航站楼,20,101,129
T3航站楼,21,97,104
T3航站楼,22,99,47
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,0
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,0
七里庄,5,5,68
七里庄,6,166,670
七里庄,7,891,1736
七里庄,8,1349,1518
七里庄,9,579,706
七里庄,10,417,449
七里庄,11,346,358
七里庄,12,330,436
七里庄,13,356,408
七里庄,14,371,346
七里庄,15,368,443
七里庄,16,549,551
七里庄,17,941,1049
七里庄,18,1355,874
七里庄,19,943,433
七里庄,20,576,342
七里庄,21,446,268
七里庄,22,298,81
七里庄,23,77,3
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,1
万安,6,4,8
万安,7,12,21
万安,8,30,29
万安,9,19,11
万安,10,0,6
万安,11,2,10
万安,12,16,6
万安,13,13,17
万安,14,7,4
万安,15,5,12
万安,16,3,5
万安,17,9,25
万安,18,18,6
万安,19,17,16
万安,20,9,1
万安,21,8,3
万安,22,3,0
万安,23,0,0
万寿路,0,1,4
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,0,2
万寿路,5,16,104
万寿路,6,224,609
万寿路,7,941,2022
万寿路,8,1536,1592
万寿路,9,700,686
万寿路,10,438,379
万寿路,11,426,334
万寿路,12,386,384
万寿路,13,365,412
万寿路,14,472,426
万寿路,15,428,438
万寿路,16,491,605
万寿路,17,1109,1375
万寿路,18,1389,1031
万寿路,19,824,530
万寿路,20,523,552
万寿路,21,394,497
万寿路,22,333,164
万寿路,23,75,15
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,3,28
万源街,6,70,127
万源街,7,394,303
万源街,8,1357,364
万源街,9,467,225
万源街,10,212,129
万源街,11,195,178
万源街,12,219,220
万源街,13,196,179
万源街,14,191,165
万源街,15,201,214
万源街,16,172,315
万源街,17,256,886
万源街,18,401,565
万源街,19,294,242
万源街,20,179,226
万源街,21,96,131
万源街,22,63,82
万源街,23,21,7
三元桥,0,0,0
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,0
三元桥,5,83,125
三元桥,6,583,1002
三元桥,7,2626,1853
三元桥,8,7249,2330
三元桥,9,4422,1476
三元桥,10,1794,1043
三元桥,11,1208,992
三元桥,12,1059,1027
三元桥,13,1191,999
三元桥,14,1055,1068
三元桥,15,1021,1152
三元桥,16,1048,1409
三元桥,17,1727,3719
三元桥,18,2291,4855
三元桥,19,1586,2864
三元桥,20,942,1711
三元桥,21,781,1184
三元桥,22,454,534
三元桥,23,137,48
上地,0,0,0
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,7,161
上地,6,192,1096
上地,7,1379,2087
上地,8,3944,1752
上地,9,2749,1112
上地,10,891,604
上地,11,552,483
上地,12,583,654
上地,13,595,593
上地,14,535,579
上地,15,613,583
上地,16,769,728
上地,17,1312,1553
上地,18,2017,2027
上地,19,1562,1785
上地,20,946,1192
上地,21,771,889
上地,22,540,279
上地,23,139,13
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,0,38
上岸,6,40,247
上岸,7,112,704
上岸,8,131,406
上岸,9,88,138
上岸,10,48,75
上岸,11,48,58
上岸,12,41,78
上岸,13,59,65
上岸,14,60,62
上岸,15,65,74
上岸,16,126,80
上岸,17,203,100
上岸,18,435,123
上岸,19,364,42
上岸,20,199,27
上岸,21,175,19
上岸,22,109,5
上岸,23,34,0
东单,0,0,0
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,3
东单,5,75,42
东单,6,946,117
东单,7,3778,387
东单,8,6793,707
东单,9,3894,929
东单,10,1602,1077
东单,11,900,1112
东单,12,972,833
东单,13,1290,809
东单,14,798,995
东单,15,614,1339
东单,16,528,1576
东单,17,712,3818
东单,18,705,3553
东单,19,406,1768
东单,20,200,1188
东单,21,170,894
东单,22,97,626
东单,23,61,52
东四,0,0,0
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,22,56
东四,6,486,269
东四,7,2040,860
东四,8,2923,834
东四,9,1386,553
东四,10,736,489
东四,11,539,528
东四,12,477,478
东四,13,671,519
东四,14,603,574
东四,15,496,753
东四,16,522,1188
东四,17,704,2636
东四,18,961,1783
东四,19,495,853
东四,20,294,612
东四,21,269,457
东四,22,236,269
东四,23,66,28
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,0
东四十条,5,37,88
东四十条,6,484,269
东四十条,7,2372,902
东四十条,8,6184,916
东四十条,9,3664,634
东四十条,10,1312,657
东四十条,11,756,695
东四十条,12,725,679
东四十条,13,895,624
东四十条,14,696,807
东四十条,15,596,1115
东四十条,16,573,1354
东四十条,17,931,3405
东四十条,18,1276,3882
东四十条,19,678,1668
东四十条,20,297,1066
东四十条,21,279,1210
东四十条,22,201,330
东四十条,23,27,18
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,0,3
东夏园,5,0,82
东夏园,6,86,374
东夏园,7,285,709
东夏园,8,687,633
东夏园,9,282,266
东夏园,10,127,129
东夏园,11,95,131
东夏园,12,94,147
东夏园,13,142,131
东夏园,14,134,129
东夏园,15,114,126
东夏园,16,155,238
东夏园,17,258,541
东夏园,18,609,350
东夏园,19,547,135
东夏园,20,250,74
东夏园,21,187,46
东夏园,22,159,16
东夏园,23,61,0
东大桥,0,0,2
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,0,2
东大桥,5,53,64
东大桥,6,826,246
东大桥,7,2891,728
东大桥,8,6423,897
东大桥,9,4947,863
东大桥,10,1833,738
东大桥,11,1071,828
东大桥,12,1031,849
东大桥,13,1125,897
东大桥,14,1011,1126
东大桥,15,757,1170
东大桥,16,718,1616
东大桥,17,1090,3414
东大桥,18,1182,4906
东大桥,19,717,2732
东大桥,20,389,1938
东大桥,21,296,1506
东大桥,22,193,682
东大桥,23,41,92
东湖渠,0,0,0
东湖渠,1,0,0
