station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,10,4
T2航站楼,7,15,7
T2航站楼,8,12,6
T2航站楼,9,22,9
T2航站楼,10,20,20
T2航站楼,11,17,9
T2航站楼,12,21,13
T2航站楼,13,12,7
T2航站楼,14,15,14
T2航站楼,15,7,15
T2航站楼,16,24,7
T2航站楼,17,16,28
T2航站楼,18,9,14
T2航站楼,19,19,15
T2航站楼,20,15,10
T2航站楼,21,12,8
T2航站楼,22,7,4
T2航站楼,23,0,0
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,0
T3航站楼,6,21,5
T3航站楼,7,26,6
T3航站楼,8,22,6
T3航站楼,9,24,9
T3航站楼,10,30,11
T3航站楼,11,27,14
T3航站楼,12,25,17
T3航站楼,13,18,21
T3航站楼,14,13,20
T3航站楼,15,14,17
T3航站楼,16,15,19
T3航站楼,17,25,21
T3航站楼,18,28,21
T3航站楼,19,23,25
T3航站楼,20,10,17
T3航站楼,21,15,13
T3航站楼,22,9,4
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,0
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,0
七里庄,5,1,11
七里庄,6,21,89
七里庄,7,103,225
七里庄,8,188,183
七里庄,9,69,75
七里庄,10,44,44
七里庄,11,47,45
七里庄,12,39,50
七里庄,13,38,53
七里庄,14,44,44
七里庄,15,47,58
七里庄,16,58,72
七里庄,17,125,126
七里庄,18,184,99
七里庄,19,146,72
七里庄,20,74,29
七里庄,21,35,41
七里庄,22,34,10
七里庄,23,11,0
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,0
万安,6,0,2
万安,7,1,5
万安,8,3,3
万安,9,1,0
万安,10,0,2
万安,11,0,1
万安,12,1,3
万安,13,1,0
万安,14,0,0
万安,15,1,1
万安,16,0,0
万安,17,1,5
万安,18,4,1
万安,19,1,0
万安,20,1,0
万安,21,1,0
万安,22,3,0
万安,23,0,0
万寿路,0,0,0
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,0,0
万寿路,5,3,13
万寿路,6,28,84
万寿路,7,151,237
万寿路,8,189,192
万寿路,9,80,72
万寿路,10,52,44
万寿路,11,46,32
万寿路,12,40,37
万寿路,13,65,55
万寿路,14,51,47
万寿路,15,52,54
万寿路,16,71,77
万寿路,17,150,177
万寿路,18,199,121
万寿路,19,95,65
万寿路,20,60,61
万寿路,21,44,52
万寿路,22,35,28
万寿路,23,7,2
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,1,2
万源街,6,3,15
万源街,7,66,33
万源街,8,166,34
万源街,9,55,20
万源街,10,30,15
万源街,11,22,18
万源街,12,24,24
万源街,13,24,26
万源街,14,17,23
万源街,15,19,29
万源街,16,15,44
万源街,17,32,82
万源街,18,49,75
万源街,19,34,39
万源街,20,23,28
万源街,21,8,14
万源街,22,9,11
万源街,23,3,2
三元桥,0,0,0
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,0
三元桥,5,12,26
三元桥,6,79,135
三元桥,7,319,204
三元桥,8,867,253
三元桥,9,520,165
三元桥,10,186,114
三元桥,11,145,102
三元桥,12,136,124
三元桥,13,141,116
三元桥,14,116,119
三元桥,15,127,134
三元桥,16,117,183
三元桥,17,186,490
三元桥,18,328,575
三元桥,19,183,320
三元桥,20,106,202
三元桥,21,80,123
三元桥,22,47,58
三元桥,23,6,3
上地,0,0,0
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,0,13
上地,6,26,145
上地,7,155,277
上地,8,474,256
上地,9,329,135
上地,10,97,80
上地,11,70,63
上地,12,70,75
上地,13,73,69
上地,14,75,68
上地,15,83,74
上地,16,100,72
上地,17,170,207
上地,18,210,306
上地,19,191,191
上地,20,121,128
上地,21,93,110
上地,22,76,42
上地,23,16,3
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,0,3
上岸,6,6,48
上岸,7,24,94
上岸,8,14,50
上岸,9,7,21
上岸,10,11,11
上岸,11,11,15
上岸,12,4,10
上岸,13,8,8
上岸,14,5,8
上岸,15,12,10
上岸,16,12,9
上岸,17,23,19
上岸,18,56,17
上岸,19,44,8
上岸,20,28,3
上岸,21,24,2
上岸,22,14,1
上岸,23,3,0
东单,0,0,0
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,0
东单,5,8,8
东单,6,119,14
东单,7,452,49
东单,8,812,94
东单,9,419,96
东单,10,176,139
东单,11,115,112
东单,12,124,110
东单,13,129,98
东单,14,99,127
东单,15,68,157
东单,16,53,176
东单,17,88,490
东单,18,83,424
东单,19,37,203
东单,20,26,142
东单,21,17,99
东单,22,11,62
东单,23,4,3
东四,0,0,0
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,0,9
东四,6,63,40
东四,7,247,117
东四,8,350,91
东四,9,126,61
东四,10,84,63
东四,11,62,60
东四,12,49,54
东四,13,80,69
东四,14,58,75
东四,15,73,103
东四,16,70,134
东四,17,88,308
东四,18,118,194
东四,19,60,92
东四,20,40,62
东四,21,27,55
东四,22,20,33
东四,23,10,3
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,0
东四十条,5,3,6
东四十条,6,72,34
东四十条,7,300,119
东四十条,8,755,104
东四十条,9,451,78
东四十条,10,149,83
东四十条,11,85,83
东四十条,12,70,91
东四十条,13,113,92
东四十条,14,89,85
东四十条,15,63,128
东四十条,16,51,205
东四十条,17,104,467
东四十条,18,119,490
东四十条,19,70,223
东四十条,20,42,119
东四十条,21,27,91
东四十条,22,22,31
东四十条,23,3,3
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,0,0
东夏园,5,0,15
东夏园,6,14,43
东夏园,7,33,98
东夏园,8,78,74
东夏园,9,38,29
东夏园,10,19,15
东夏园,11,7,16
东夏园,12,10,18
东夏园,13,21,20
东夏园,14,14,16
东夏园,15,12,6
东夏园,16,26,31
东夏园,17,37,72
东夏园,18,70,35
东夏园,19,83,19
东夏园,20,25,4
东夏园,21,19,4
东夏园,22,21,1
东夏园,23,6,0
东大桥,0,0,0
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,0,0
东大桥,5,2,12
东大桥,6,103,29
东大桥,7,386,87
东大桥,8,768,107
东大桥,9,617,103
东大桥,10,219,100
东大桥,11,146,112
东大桥,12,131,104
东大桥,13,152,113
东大桥,14,102,123
东大桥,15,110,147
东大桥,16,94,214
东大桥,17,166,413
东大桥,18,138,604
东大桥,19,82,325
东大桥,20,27,238
东大桥,21,35,166
东大桥,22,23,85
东大桥,23,6,11
东湖渠,0,0,0
东湖渠,1,0,0
东湖渠,2,0,0
东湖渠,3,0,0
东湖渠,4,0,0
东湖渠,5,0,5
东湖渠,6,23,32
东湖渠,7,102,87
东湖渠,8,240,78
东湖渠,9,186,44
东湖渠,10,88,33
