station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,77,58
T2航站楼,7,166,89
T2航站楼,8,179,73
T2航站楼,9,259,94
T2航站楼,10,175,147
T2航站楼,11,144,145
T2航站楼,12,148,106
T2航站楼,13,159,93
T2航站楼,14,148,90
T2航站楼,15,136,121
T2航站楼,16,156,144
T2航站楼,17,209,204
T2航站楼,18,160,126
T2航站楼,19,180,93
T2航站楼,20,145,153
T2航站楼,21,100,92
T2航站楼,22,74,55
T2航站楼,23,11,3
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,0
T3航站楼,6,169,75
T3航站楼,7,216,96
T3航站楼,8,249,80
T3航站楼,9,292,83
T3航站楼,10,305,117
T3航站楼,11,239,115
T3航站楼,12,214,173
T3航站楼,13,225,132
T3航站楼,14,183,137
T3航站楼,15,192,135
T3航站楼,16,163,202
T3航站楼,17,216,193
T3航站楼,18,294,258
T3航站楼,19,161,205
T3航站楼,20,112,105
T3航站楼,21,97,124
T3航站楼,22,67,58
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,0
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,2
七里庄,5,6,68
七里庄,6,155,679
七里庄,7,932,1726
七里庄,8,1347,1613
七里庄,9,554,676
七里庄,10,366,439
七里庄,11,316,397
七里庄,12,344,388
七里庄,13,405,357
七里庄,14,366,409
七里庄,15,369,426
七里庄,16,502,491
七里庄,17,914,1082
七里庄,18,1392,847
七里庄,19,981,422
七里庄,20,613,321
七里庄,21,437,291
七里庄,22,323,109
七里庄,23,70,3
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,0
万安,6,2,10
万安,7,9,25
万安,8,26,23
万安,9,6,10
万安,10,8,8
万安,11,5,8
万安,12,5,4
万安,13,14,5
万安,14,11,24
万安,15,9,10
万安,16,5,15
万安,17,7,24
万安,18,19,8
万安,19,12,3
万安,20,7,1
万安,21,5,2
万安,22,2,0
万安,23,0,0
万寿路,0,1,1
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,0,1
万寿路,5,10,82
万寿路,6,221,592
万寿路,7,1016,2031
万寿路,8,1572,1630
万寿路,9,715,612
万寿路,10,462,321
万寿路,11,378,334
万寿路,12,420,399
万寿路,13,395,430
万寿路,14,426,410
万寿路,15,422,436
万寿路,16,525,582
万寿路,17,1067,1473
万寿路,18,1358,984
万寿路,19,895,509
万寿路,20,488,528
万寿路,21,359,422
万寿路,22,336,164
万寿路,23,96,11
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,1,30
万源街,6,59,110
万源街,7,411,300
万源街,8,1403,369
万源街,9,488,181
万源街,10,237,130
万源街,11,212,153
万源街,12,199,206
万源街,13,172,192
万源街,14,228,192
万源街,15,188,196
万源街,16,163,337
万源街,17,276,894
万源街,18,346,598
万源街,19,347,268
万源街,20,164,230
万源街,21,96,153
万源街,22,57,57
万源街,23,32,6
三元桥,0,0,0
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,0
三元桥,5,107,144
三元桥,6,609,903
三元桥,7,2667,1865
三元桥,8,7016,2393
三元桥,9,4688,1563
三元桥,10,1896,1014
三元桥,11,1188,945
三元桥,12,1127,1039
三元桥,13,1210,964
三元桥,14,1079,1059
三元桥,15,1031,1082
三元桥,16,1184,1513
三元桥,17,1689,3512
三元桥,18,2271,4757
三元桥,19,1706,2995
三元桥,20,980,1714
三元桥,21,745,1047
三元桥,22,430,453
三元桥,23,112,62
上地,0,0,1
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,10,120
上地,6,187,1085
上地,7,1504,2162
上地,8,4022,1648
上地,9,2747,1072
上地,10,906,622
上地,11,484,542
上地,12,558,693
上地,13,627,595
上地,14,592,565
上地,15,640,576
上地,16,787,762
上地,17,1258,1545
上地,18,2053,1994
上地,19,1559,1765
上地,20,973,1265
上地,21,791,869
上地,22,547,264
上地,23,131,13
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,0,35
上岸,6,24,246
上岸,7,112,688
上岸,8,124,457
上岸,9,71,140
上岸,10,53,81
上岸,11,62,68
上岸,12,63,84
上岸,13,65,78
上岸,14,56,78
上岸,15,75,67
上岸,16,111,102
上岸,17,196,108
上岸,18,417,99
上岸,19,364,55
上岸,20,212,25
上岸,21,127,13
上岸,22,116,7
上岸,23,39,0
东单,0,0,0
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,0
东单,5,76,51
东单,6,939,113
东单,7,3687,395
东单,8,6900,701
东单,9,3887,936
东单,10,1611,1051
东单,11,904,1098
东单,12,969,1011
东单,13,1146,826
东单,14,889,1070
东单,15,687,1231
东单,16,565,1594
东单,17,666,3871
东单,18,671,3772
东单,19,378,1879
东单,20,209,1127
东单,21,148,916
东单,22,86,592
东单,23,58,45
东四,0,0,3
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,27,42
东四,6,493,257
东四,7,2006,854
东四,8,2999,845
东四,9,1507,561
东四,10,810,532
东四,11,521,497
东四,12,491,512
东四,13,706,541
东四,14,607,667
东四,15,550,858
东四,16,498,1273
东四,17,737,2722
东四,18,877,1674
东四,19,541,796
东四,20,350,615
东四,21,274,456
东四,22,197,241
东四,23,58,35
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,3
东四十条,5,28,74
东四十条,6,451,297
东四十条,7,2370,934
东四十条,8,5994,910
东四十条,9,3759,611
东四十条,10,1400,627
东四十条,11,684,696
东四十条,12,658,676
东四十条,13,889,710
东四十条,14,726,738
东四十条,15,574,1016
东四十条,16,534,1351
东四十条,17,880,3536
东四十条,18,1221,3989
东四十条,19,679,1756
东四十条,20,299,1026
东四十条,21,260,1081
东四十条,22,196,312
东四十条,23,36,19
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,0,5
东夏园,5,2,85
东夏园,6,72,404
东夏园,7,285,736
东夏园,8,641,708
东夏园,9,306,298
东夏园,10,127,157
东夏园,11,98,149
东夏园,12,98,133
东夏园,13,132,118
东夏园,14,144,107
东夏园,15,118,169
东夏园,16,156,277
东夏园,17,295,550
东夏园,18,581,357
东夏园,19,552,137
东夏园,20,284,76
东夏园,21,172,46
东夏园,22,132,5
东夏园,23,76,1
东大桥,0,0,0
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,0,8
东大桥,5,52,60
东大桥,6,872,238
东大桥,7,2954,717
东大桥,8,6553,883
东大桥,9,4925,857
东大桥,10,1975,840
东大桥,11,1102,843
东大桥,12,1052,829
东大桥,13,1243,938
东大桥,14,999,1022
东大桥,15,787,1281
东大桥,16,712,1653
东大桥,17,1060,3550
东大桥,18,1205,4954
东大桥,19,743,2890
东大桥,20,370,1913
东大桥,21,295,1444
东大桥,22,191,774
东大桥,23,39,70
东湖渠,0,0,0
东湖渠,1,0,0
