station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,97,74
T2航站楼,7,137,86
T2航站楼,8,151,63
T2航站楼,9,207,106
T2航站楼,10,162,116
T2航站楼,11,159,134
T2航站楼,12,116,111
T2航站楼,13,131,123
T2航站楼,14,165,122
T2航站楼,15,148,148
T2航站楼,16,187,124
T2航站楼,17,302,279
T2航站楼,18,311,194
T2航站楼,19,316,58
T2航站楼,20,260,57
T2航站楼,21,119,89
T2航站楼,22,91,72
T2航站楼,23,8,12
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,0
T3航站楼,6,160,67
T3航站楼,7,256,69
T3航站楼,8,218,111
T3航站楼,9,227,99
T3航站楼,10,229,95
T3航站楼,11,204,131
T3航站楼,12,184,212
T3航站楼,13,174,225
T3航站楼,14,203,223
T3航站楼,15,193,188
T3航站楼,16,255,281
T3航站楼,17,328,276
T3航站楼,18,466,219
T3航站楼,19,300,108
T3航站楼,20,147,128
T3航站楼,21,165,116
T3航站楼,22,128,76
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,0
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,1
七里庄,5,5,83
七里庄,6,175,695
七里庄,7,846,1611
七里庄,8,1344,1473
七里庄,9,521,656
七里庄,10,359,421
七里庄,11,384,374
七里庄,12,352,461
七里庄,13,383,415
七里庄,14,351,392
七里庄,15,416,429
七里庄,16,587,594
七里庄,17,960,1092
七里庄,18,1462,913
七里庄,19,1077,489
七里庄,20,550,338
七里庄,21,388,277
七里庄,22,340,88
七里庄,23,90,6
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,0
万安,6,3,8
万安,7,9,33
万安,8,16,25
万安,9,8,7
万安,10,5,12
万安,11,2,7
万安,12,7,6
万安,13,15,6
万安,14,4,5
万安,15,10,9
万安,16,11,5
万安,17,10,24
万安,18,35,9
万安,19,16,7
万安,20,7,3
万安,21,7,6
万安,22,5,0
万安,23,0,0
万寿路,0,0,0
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,0,0
万寿路,5,9,78
万寿路,6,230,555
万寿路,7,1013,1971
万寿路,8,1524,1529
万寿路,9,665,605
万寿路,10,408,363
万寿路,11,387,322
万寿路,12,402,395
万寿路,13,409,443
万寿路,14,443,394
万寿路,15,448,510
万寿路,16,630,760
万寿路,17,1108,1499
万寿路,18,1430,1133
万寿路,19,967,586
万寿路,20,499,606
万寿路,21,446,475
万寿路,22,402,215
万寿路,23,111,13
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,2,29
万源街,6,65,96
万源街,7,399,293
万源街,8,1315,351
万源街,9,502,199
万源街,10,192,144
万源街,11,187,157
万源街,12,201,261
万源街,13,185,196
万源街,14,209,161
万源街,15,221,193
万源街,16,207,362
万源街,17,308,941
万源街,18,416,662
万源街,19,331,238
万源街,20,172,158
万源街,21,124,141
万源街,22,63,66
万源街,23,24,2
三元桥,0,1,1
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,0
三元桥,5,78,130
三元桥,6,598,968
三元桥,7,2586,1899
三元桥,8,6785,2279
三元桥,9,4418,1480
三元桥,10,1637,1015
三元桥,11,1083,982
三元桥,12,1135,1103
三元桥,13,1297,1127
三元桥,14,1218,1235
三元桥,15,1131,1270
三元桥,16,1343,1824
三元桥,17,2068,4143
三元桥,18,2838,5743
三元桥,19,1944,2609
三元桥,20,900,1343
三元桥,21,712,945
三元桥,22,481,550
三元桥,23,133,56
上地,0,0,0
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,7,138
上地,6,196,1079
上地,7,1358,2098
上地,8,3929,1733
上地,9,2673,1066
上地,10,901,610
上地,11,580,513
上地,12,620,719
上地,13,611,648
上地,14,595,658
上地,15,655,729
上地,16,893,1028
上地,17,1363,1844
上地,18,2132,2633
上地,19,1916,2073
上地,20,982,1117
上地,21,735,747
上地,22,615,237
上地,23,170,7
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,0,42
上岸,6,22,245
上岸,7,106,685
上岸,8,129,431
上岸,9,74,126
上岸,10,60,105
上岸,11,54,90
上岸,12,79,97
上岸,13,90,78
上岸,14,78,63
上岸,15,85,72
上岸,16,138,104
上岸,17,225,117
上岸,18,411,145
上岸,19,389,38
上岸,20,225,23
上岸,21,131,22
上岸,22,107,3
上岸,23,42,0
东单,0,0,0
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,3
东单,5,49,38
东单,6,891,137
东单,7,3600,387
东单,8,6505,674
东单,9,3454,792
东单,10,1500,1026
东单,11,876,1071
东单,12,864,888
东单,13,1094,864
东单,14,750,1003
东单,15,603,1200
东单,16,615,1607
东单,17,721,3775
东单,18,749,3943
东单,19,410,1674
东单,20,179,1015
东单,21,161,816
东单,22,133,496
东单,23,63,42
东四,0,0,0
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,24,58
东四,6,453,261
东四,7,1919,814
东四,8,2761,804
东四,9,1276,522
东四,10,644,481
东四,11,508,458
东四,12,490,514
东四,13,655,510
东四,14,642,628
东四,15,467,933
东四,16,548,1453
东四,17,767,2497
东四,18,1017,1864
东四,19,562,734
东四,20,311,659
东四,21,262,407
东四,22,233,262
东四,23,86,26
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,5
东四十条,5,32,69
东四十条,6,477,280
东四十条,7,2317,896
东四十条,8,6038,881
东四十条,9,3579,639
东四十条,10,1282,663
东四十条,11,692,700
东四十条,12,652,740
东四十条,13,873,700
东四十条,14,694,760
东四十条,15,699,1089
东四十条,16,858,1454
东四十条,17,1996,3479
东四十条,18,3337,4523
东四十条,19,1299,1734
东四十条,20,383,973
东四十条,21,314,2677
东四十条,22,264,1444
东四十条,23,38,46
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,1,4
东夏园,5,2,93
东夏园,6,94,381
东夏园,7,254,685
东夏园,8,670,612
东夏园,9,259,264
东夏园,10,108,172
东夏园,11,88,125
东夏园,12,84,166
东夏园,13,133,147
东夏园,14,122,130
东夏园,15,160,231
东夏园,16,179,305
东夏园,17,307,594
东夏园,18,612,291
东夏园,19,646,173
东夏园,20,335,113
东夏园,21,168,64
东夏园,22,169,15
东夏园,23,67,2
东大桥,0,3,3
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,0,4
东大桥,5,52,63
东大桥,6,799,240
东大桥,7,2857,716
东大桥,8,6224,865
东大桥,9,4913,820
东大桥,10,1846,750
东大桥,11,1150,820
东大桥,12,985,854
东大桥,13,1118,905
东大桥,14,1008,1059
东大桥,15,860,1282
东大桥,16,912,1777
东大桥,17,1818,3809
东大桥,18,2659,5629
东大桥,19,1199,2583
东大桥,20,445,1717
东大桥,21,317,2630
东大桥,22,226,1354
东大桥,23,79,101
东湖渠,0,0,0
东湖渠,1,0,0
