station,hour,in_count,out_count
T2航站楼,0,0,0
T2航站楼,1,0,0
T2航站楼,2,0,0
T2航站楼,3,0,0
T2航站楼,4,0,0
T2航站楼,5,0,0
T2航站楼,6,68,43
T2航站楼,7,93,39
T2航站楼,8,136,54
T2航站楼,9,163,87
T2航站楼,10,131,119
T2航站楼,11,119,133
T2航站楼,12,86,163
T2航站楼,13,130,108
T2航站楼,14,164,73
T2航站楼,15,147,83
T2航站楼,16,144,112
T2航站楼,17,151,136
T2航站楼,18,107,152
T2航站楼,19,104,129
T2航站楼,20,127,123
T2航站楼,21,62,169
T2航站楼,22,59,137
T2航站楼,23,16,9
T3航站楼,0,0,0
T3航站楼,1,0,0
T3航站楼,2,0,0
T3航站楼,3,0,0
T3航站楼,4,0,0
T3航站楼,5,0,0
T3航站楼,6,86,77
T3航站楼,7,135,50
T3航站楼,8,181,63
T3航站楼,9,174,67
T3航站楼,10,182,107
T3航站楼,11,177,149
T3航站楼,12,210,161
T3航站楼,13,207,183
T3航站楼,14,207,118
T3航站楼,15,148,117
T3航站楼,16,172,176
T3航站楼,17,159,123
T3航站楼,18,187,161
T3航站楼,19,101,229
T3航站楼,20,96,150
T3航站楼,21,72,158
T3航站楼,22,108,93
T3航站楼,23,0,0
七里庄,0,0,0
七里庄,1,0,0
七里庄,2,0,0
七里庄,3,0,0
七里庄,4,0,1
七里庄,5,4,40
七里庄,6,44,180
七里庄,7,255,401
七里庄,8,370,465
七里庄,9,312,460
七里庄,10,289,418
七里庄,11,383,381
七里庄,12,333,390
七里庄,13,327,437
七里庄,14,346,418
七里庄,15,404,339
七里庄,16,440,397
七里庄,17,544,468
七里庄,18,517,388
七里庄,19,438,297
七里庄,20,389,256
七里庄,21,371,183
七里庄,22,246,62
七里庄,23,93,2
万安,0,0,0
万安,1,0,0
万安,2,0,0
万安,3,0,0
万安,4,0,0
万安,5,0,2
万安,6,1,4
万安,7,10,6
万安,8,8,13
万安,9,9,26
万安,10,9,17
万安,11,13,18
万安,12,7,15
万安,13,9,9
万安,14,15,8
万安,15,5,15
万安,16,14,12
万安,17,10,3
万安,18,14,5
万安,19,8,5
万安,20,6,2
万安,21,5,6
万安,22,4,2
万安,23,0,0
万寿路,0,0,0
万寿路,1,0,0
万寿路,2,0,0
万寿路,3,0,0
万寿路,4,0,0
万寿路,5,8,61
万寿路,6,86,163
万寿路,7,341,341
万寿路,8,510,449
万寿路,9,465,399
万寿路,10,373,439
万寿路,11,424,381
万寿路,12,409,463
万寿路,13,369,494
万寿路,14,410,506
万寿路,15,498,465
万寿路,16,461,513
万寿路,17,626,670
万寿路,18,547,536
万寿路,19,397,481
万寿路,20,335,421
万寿路,21,352,326
万寿路,22,237,148
万寿路,23,94,6
万源街,0,0,0
万源街,1,0,0
万源街,2,0,0
万源街,3,0,0
万源街,4,0,0
万源街,5,2,21
万源街,6,31,57
万源街,7,117,111
万源街,8,215,109
万源街,9,194,109
万源街,10,179,132
万源街,11,146,104
万源街,12,142,171
万源街,13,154,143
万源街,14,196,141
万源街,15,163,178
万源街,16,199,155
万源街,17,236,215
万源街,18,244,206
万源街,19,173,172
万源街,20,130,140
万源街,21,107,101
万源街,22,65,65
万源街,23,30,5
三元桥,0,0,0
三元桥,1,0,0
三元桥,2,0,0
三元桥,3,0,0
三元桥,4,0,3
三元桥,5,50,98
三元桥,6,365,666
三元桥,7,752,694
三元桥,8,1003,759
三元桥,9,941,700
三元桥,10,843,767
三元桥,11,795,698
三元桥,12,917,849
三元桥,13,922,828
三元桥,14,949,847
三元桥,15,844,706
三元桥,16,975,951
三元桥,17,1143,994
三元桥,18,1205,1039
三元桥,19,960,929
三元桥,20,745,802
三元桥,21,695,579
三元桥,22,502,419
三元桥,23,172,78
上地,0,0,0
上地,1,0,0
上地,2,0,0
上地,3,0,0
上地,4,0,0
上地,5,9,99
上地,6,85,467
上地,7,411,649
上地,8,619,766
上地,9,565,733
上地,10,507,685
上地,11,450,619
上地,12,597,669
上地,13,558,641
上地,14,669,564
上地,15,706,586
上地,16,868,615
上地,17,975,638
上地,18,1113,596
上地,19,964,463
上地,20,807,417
上地,21,682,329
上地,22,568,135
上地,23,185,13
上岸,0,0,0
上岸,1,0,0
上岸,2,0,0
上岸,3,0,0
上岸,4,0,0
上岸,5,1,20
上岸,6,25,76
上岸,7,89,155
上岸,8,52,146
上岸,9,49,137
上岸,10,66,126
上岸,11,62,109
上岸,12,56,91
上岸,13,57,91
上岸,14,73,99
上岸,15,98,86
上岸,16,114,82
上岸,17,134,98
上岸,18,130,139
上岸,19,143,84
上岸,20,108,42
上岸,21,109,13
上岸,22,69,2
上岸,23,33,0
东单,0,0,1
东单,1,0,0
东单,2,0,0
东单,3,0,0
东单,4,0,1
东单,5,17,38
东单,6,241,79
东单,7,645,132
东单,8,867,267
东单,9,849,325
东单,10,639,335
东单,11,641,365
东单,12,585,424
东单,13,583,440
东单,14,646,401
东单,15,559,524
东单,16,488,560
东单,17,532,759
东单,18,466,738
东单,19,311,619
东单,20,211,664
东单,21,176,499
东单,22,104,342
东单,23,49,27
东四,0,0,1
东四,1,0,0
东四,2,0,0
东四,3,0,0
东四,4,0,0
东四,5,8,37
东四,6,144,103
东四,7,482,230
东四,8,621,369
东四,9,627,384
东四,10,465,336
东四,11,460,357
东四,12,549,395
东四,13,517,367
东四,14,493,562
东四,15,499,539
东四,16,468,576
东四,17,539,967
东四,18,574,566
东四,19,385,389
东四,20,278,545
东四,21,263,297
东四,22,178,197
东四,23,67,20
东四十条,0,0,0
东四十条,1,0,0
东四十条,2,0,0
东四十条,3,0,0
东四十条,4,0,5
东四十条,5,10,76
东四十条,6,155,101
东四十条,7,523,235
东四十条,8,654,291
东四十条,9,678,330
东四十条,10,545,304
东四十条,11,453,354
东四十条,12,478,438
东四十条,13,512,402
东四十条,14,552,469
东四十条,15,429,568
东四十条,16,437,592
东四十条,17,564,800
东四十条,18,578,637
东四十条,19,479,459
东四十条,20,232,435
东四十条,21,210,646
东四十条,22,195,163
东四十条,23,38,3
东夏园,0,0,0
东夏园,1,0,0
东夏园,2,0,0
东夏园,3,0,0
东夏园,4,0,2
东夏园,5,0,43
东夏园,6,62,153
东夏园,7,121,254
东夏园,8,175,263
东夏园,9,124,183
东夏园,10,113,135
东夏园,11,80,153
东夏园,12,81,135
东夏园,13,118,175
东夏园,14,120,156
东夏园,15,141,150
东夏园,16,211,164
东夏园,17,281,212
东夏园,18,253,170
东夏园,19,257,95
东夏园,20,213,49
东夏园,21,161,36
东夏园,22,131,16
东夏园,23,61,0
东大桥,0,0,4
东大桥,1,0,0
东大桥,2,0,0
东大桥,3,0,0
东大桥,4,0,5
东大桥,5,32,66
东大桥,6,204,132
东大桥,7,829,209
东大桥,8,1289,333
东大桥,9,1282,491
东大桥,10,953,471
东大桥,11,882,515
东大桥,12,867,626
东大桥,13,927,571
东大桥,14,838,813
东大桥,15,718,885
东大桥,16,668,933
东大桥,17,726,952
东大桥,18,666,1101
东大桥,19,489,924
东大桥,20,322,850
东大桥,21,240,706
东大桥,22,190,409
东大桥,23,42,32
东湖渠,0,0,0
东湖渠,1,0,0
东湖渠,2,0,0
东湖渠,3,0,0
东湖渠,4,0,1
东湖渠,5,1,23
东湖渠,6,57,98
东湖渠,7,213,191
东湖渠,8,413,199
东湖渠,9,317,221
